"Name_Adopt","RA_Adopt","Dec_Adopt","zem_Adopt","RA_UVES","Dec_UVES","RA_SSS","Dec_SSS","B_SSS","R1_SSS","R2_SSS","I_SSS","Name_SDSS","zem_SDSS","u_SDSS","g_SDSS","r_SDSS","i_SDSS","z_SDSS","Name_NED","zem_NED","Name_SIMBAD","zem_SIMBAD","Spec_status","NumExp","ExpTime","WavStart","WavEnd","WavCoverage","Dispersion","CNR","ResPowerNom","SlitWidths","Binnings","Settings","Seeing","ProgIDs","PIObjNames","DLAzabs","DLAlogNHI","DLAelogNHI","DLAReference"
"J143907-010616","14:39:07.51","-01:06:16.7",1.819,"14:39:07.48","-01:06:16.6","14:39:07.503","-01:06:16.80",19.477,18.578,18.627,18.107,"SDSS J143907.51-010616.7",1.819,19.781,19.315,19.011,18.605,18.387,"SDSS J143907.50-010616.7",1.821,"2QZ J143907.4-010617",1.821,0,10,26680,3284.387495533,9466.6005523656,"3285.57-5827.25,5828.71-7522.30,7663.35-9466.60",1.5,"2,10,11,24,19","48.3,48.3,45.2,45.2,45.2",1,"1x1,2x2","390,437,580,760","0.55,0.74,1.39","081.B-0285(A),083.B-0604(A)","sdssmj1439m0106",,,,
"J143912+111740","14:39:12.04","+11:17:40.5",2.585,"14:39:12.06","+11:17:40.2","14:39:12.064","+11:17:40.47",19.307,18.708,18.074,17.867,"SDSS J143912.04+111740.5",2.585,20.516,18.78,18.467,18.338,17.814,"SDSS J143912.04+111740.5",2.583,"BWE 1436+1130",0,0,8,33640,3279.8291011608,7107.7342336111,"3295.05-4521.14,4780.99-4808.54,4812.35-4846.37,4850.07-4884.82,4890.74-4923.87,4928.68-5578.84,5579.41-7078.84,7081.13-7107.37",2.2,"13,19,48,39,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,580,610","0.67,0.87,1.84","278.A-5062(A)","sdssuj143912p111740",,,,
"J144104+044348","14:41:04.91","+04:43:48.4",1.113,"14:41:04.86","+04:43:48.8","14:41:04.938","+04:43:48.48",18.972,18.244,18.289,17.582,"SDSS J144104.91+044348.4",1.113,19.71,19.249,18.664,18.497,18.376,"SDSS J144104.80+044348.0",1.112,"QSO B1438+0456",1.115,0,2,8100,3282.8753358676,7006.343566829,"3285.07-4521.33,4979.01-5958.17,6039.46-6997.41,7000.97-7006.11",2.5,"5,5,16,18,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,600","0.63,0.85,1.42","080.A-0364(A)","j1441p0443",,,,
"J144231+013734","14:42:31.91","+01:37:34.7",2.27,"14:42:31.89","+01:37:35.2","14:42:31.913","+01:37:34.63",18.559,18.566,18.083,17.974,"SDSS J144231.91+013734.7",2.27,19.26,18.72,18.641,18.604,18.438,"SDSS J144231.91+013734.7",2.277,"SDSS J144231.91+013734.7",2.277,0,5,7534,3045.6522657543,6653.229661707,"3046.77-3872.03,4619.18-4693.46,4695.93-5600.28,5673.99-6302.41,6302.72-6618.20,6618.97-6653.23",2.5,"5,0,11,10,0","49.8,0.0,47.8,47.8,0.0",1,"2x2","346,564","1.21,1.46,1.91","080.A-0014(B)","j1442p0137",,,,
"J144331+272436","14:43:31.16","+27:24:36.7",4.43,"14:43:31.29","+27:24:38.1","14:43:31.182","+27:24:36.43",22.622,19.449,18.813,18.604,"SDSS J144331.16+272436.7",4.43,25.471,22.085,19.636,19.009,18.805,"PSS J1443+2724",4.42,"QSO B1441+2737",4.42,0,26,131701,4167.9385857279,9900.396600062,"4801.69-7854.07,7855.71-7914.23,8067.15-8484.03,8496.98-9900.40",2.5,"0,0,44,117,31","0.0,0.0,56.9,47.8,47.8","0.8,1.0","2x2","520,544,580,800","0.49,0.81,1.74","072.A-0346(B),077.A-0148(A),090.A-0304(A)","j1443p2724,pssmj1443p2724",4.224,20.95,0.08,"Zafar et al. (2013)"
"J144653+011355","14:46:53.05","+01:13:55.9",2.216,"14:46:53.00","+01:13:56.0","14:46:53.040","+01:13:56.02",18.556,18.133,18.098,17.661,"SDSS J144653.05+011355.9",2.216,19.281,18.607,18.45,18.334,18.139,"LBQS 1444+0126",2.206,"LBQS 1444+0126",2.21,0,13,54000,3183.1255248979,6656.2361520121,"3183.13-4530.34,4620.35-5599.22,5674.99-6616.72,6619.65-6652.85",2.5,"22,24,57,54,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","380,390,564","0.35,0.52,1.39","65.O-0158(A),67.A-0078(A),69.B-0108(A),71.B-0136(A)","q1444p0126,q1444p014",,,,
"J145102-232930","14:51:02.49","-23:29:30.9",2.215,"14:51:02.50","-23:29:30.7","14:51:02.492","-23:29:30.97",17.198,17.073,16.956,16.39,,,,,,,,"[HB89] 1448-232",2.215,"QSO B1448-2317",2.208,0,30,96094,3043.9467165445,10428.3429429841,"3048.18-6838.50,6849.29-6920.74,6931.82-8516.90,8651.60-9078.75,9085.86-10086.54,10087.78-10254.61,10258.56-10428.34",1.75,"42,51,96,102,73","59.8,49.8,61.8,61.8,47.8","0.5,0.8,1.0","1x1,2x2","346,437,564,580,860","0.31,0.71,1.39","077.A-0646(A),079.A-0108(A),079.A-0303(A),166.A-0106(A)","pks1448m232,pksm1448m232",,,,
"J145147-151220","14:51:47.03","-15:12:20.2",4.763,"14:51:47.03","-15:12:20.2","14:51:47.035","-15:12:20.23",,,18.628,16.972,,,,,,,,"PMN J1451-1512",4.763,"2MASS J14514704-1512200",4.763,0,18,64800,3755.130697286,10429.4533446677,"4955.21-5578.87,5579.39-5759.07,5834.52-6302.08,6302.65-8520.38,8655.23-8886.71,8888.86-9923.85,9965.82-10087.56,10094.12-10255.67,10265.00-10429.45",2.5,"0,0,89,123,69","0.0,0.0,47.8,47.8,47.8",1,"2x2","437,580,860","0.48,0.64,1.21","166.A-0106(A)","q1451m15",,,,
"J145333+002943","14:53:33.01","+00:29:43.6",1.3,"14:53:33.04","+00:29:46.0","14:53:32.982","+00:29:43.74",22.17,19.39,19.434,,"SDSS J145333.01+002943.6",1.3,23.381,21.466,19.805,19.536,19.001,"SDSS J145333.01+002943.5",1.297,"SDSS J145333.01+002943.6",1.297,0,4,18000,4776.1442225931,10428.0976890122,"4810.04-4830.94,4858.01-4868.96,4885.63-4923.18,4925.72-4962.83,4966.02-5230.01,5238.13-5756.45,5837.51-6058.16,6070.85-6276.87,6284.94-6762.37,6767.16-6827.64,6844.34-8514.94,8649.85-10086.24,10088.01-10254.34,10259.13-10428.10",2.5,"0,0,6,9,10","0.0,0.0,47.8,47.8,47.8",1,"2x2","580,860","NA,NA,NA","267.B-5698(A)","j1453p0029",,,,
"J145418+121053","14:54:18.58","+12:10:53.8",3.252,"14:54:18.60","+12:10:55.0","14:54:18.606","+12:10:53.50",19.482,18.046,18.62,19.083,"SDSS J145418.58+121053.8",3.252,22.927,19.028,18.818,18.81,18.795,"[HB89] 1451+123",3.246,"QSO B1451+1223",3.249,0,2,7200,3625.8636384836,9323.0694242541,"3763.57-4862.70,5580.42-7425.18,7565.69-7718.89,7719.02-7915.68,7915.95-8432.26,8432.61-8454.44,8454.65-8637.58,8637.73-8731.66,8731.80-8829.33,8829.48-8945.76,8945.91-9323.07",2.5,"0,10,0,18,0","0.0,49.8,0.0,47.8,0.0",1,"2x2","424,750","0.76,0.79,0.89","65.O-0063(B)","q1451p123","2.255,2.469","20.30,20.39","0.1,0.1","This work,Petitjean et al. (2000)"
"J145433-401232","14:54:33.01","-40:12:32.4",1.81,"14:54:32.92","-40:12:32.6","14:54:33.017","-40:12:32.40",19.387,18.68,17.908,16.957,,,,,,,,"PKS 1451-400",1.81,"QSO J1454-4012",1.81,4,0,0,0,0,,0,,,,,,,,,,,,
"J145641-061743","14:56:41.39","-06:17:43.1",1.249,"14:56:41.23","-06:17:43.6","14:56:41.398","-06:17:43.17",18.152,17.189,17.413,16.985,,,,,,,,"[HB89] 1454-060",1.249,"4C -05.62",1.249,0,4,2635,3282.7681891671,9465.4520549455,"3293.82-5823.87,5828.63-7515.86,7660.63-8400.50,8400.64-8466.96,8467.10-9465.45",2.5,"7,10,15,21,14","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.52,0.63,0.82","075.A-0841(A)","4cmm05.62",,,,
"J151053-054307","15:10:53.59","-05:43:07.5",1.185,"15:10:53.57","-05:43:06.3","15:10:53.596","-05:43:07.57",17.28,,16.772,16.522,,,,,,,,"[HB89] 1508-055",1.185,"4C -05.64",1.191,0,4,1372,3282.5147168762,9465.4315684603,"3297.74-7516.22,7660.87-9465.43",2.5,"3,8,12,17,12","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.51,0.57,0.69","075.A-0841(A)","4cmm05.64",,,,
"J151352+085555","15:13:52.52","+08:55:55.7",2.901,"15:13:52.54","+08:55:56.7","15:13:52.537","+08:55:55.90",18.021,16.909,17.096,16.494,"SDSS J151352.52+085555.7",2.901,19.103,17.747,17.512,17.077,16.851,,,,,0,17,52713,3284.6664427925,10429.460955645,"3284.67-5601.63,5675.07-6652.50,6709.77-8531.84,8663.69-9094.46,9106.15-10087.65,10089.25-10255.68,10260.38-10429.46",2.5,"19,40,77,78,52","49.8,49.8,47.8,47.8,47.8","0.8,1.0","2x1,2x2","390,437,564,860","0.34,0.56,1.75","65.P-0038(A),69.B-0108(A),71.B-0136(A)","1511p09,1511p091,q1511p09",,,,
"J154049+144745","15:40:49.50","+14:47:45.8",0.605,"15:40:49.43","+14:47:46.4","15:40:49.505","+14:47:45.87",17.658,15.552,17.433,16.807,,,,,,,,"[HB89] 1538+149",0.605,"4C 14.60",0.605,0,2,600,3756.6078541306,9465.5623387807,"3756.61-4985.05,5674.84-5822.24,5828.26-5920.50,5926.03-5980.74,5987.88-7450.61,7457.07-7515.94,7660.72-9465.56",2.5,"0,3,0,6,6","0.0,49.8,0.0,47.8,47.8",1,"2x2","437,760","0.62,0.90,1.16","075.A-0841(A)","4cmp14.60",,,,
"J155035+052710","15:50:35.27","+05:27:10.4",1.417,"15:50:35.25","+05:27:10.9","15:50:35.271","+05:27:10.35",20.071,17.588,18.558,18.633,"SDSS J155035.27+052710.4",1.417,18.906,18.645,18.265,18.003,17.764,"[HB89] 1548+056",1.422,"4C 05.64",1.422,0,4,2176,3282.5319610636,9465.5602272703,"3294.08-5234.93,5238.81-5588.66,5594.39-5635.46,5641.01-5822.96,5830.59-7294.45,7300.23-7385.47,7389.04-7452.35,7456.14-7516.32,7660.98-9465.56",2.5,"2,5,8,12,8","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.44,0.55,0.63","075.A-0841(A)","4cmp05.64",,,,
"J155658-791404","15:56:58.86","-79:14:04.2",0.152,"15:56:58.74","-79:14:05.1","15:56:58.865","-79:14:04.26",18.795,17.628,17.797,17.279,,,,,,,,,,"QSO B1549-790",0.149,0,7,22800,3758.9294529841,9466.7532587807,"3790.82-4988.01,5679.53-5826.47,5829.14-6301.98,6302.46-7278.48,7278.84-7520.59,7665.78-7796.20,7796.78-8887.92,8889.18-8921.78,8922.89-8960.47,8961.22-9378.59,9379.22-9422.33,9422.88-9442.15,9443.02-9466.75",2.5,"0,6,0,18,28","0.0,49.8,0.0,47.8,47.8",1,"2x2","437,760","0.61,1.00,1.43","081.B-0285(A)","pks1549m79",,,,
"J160457+220300","16:04:57.50","+22:03:00.5",1.979,"16:04:57.51","+22:03:01.7","16:04:57.515","+22:03:00.41",19.704,19.089,18.659,17.895,"SDSS J160457.50+220300.5",1.979,19.758,19.339,19.012,18.263,17.807,"SDSS J160457.50+220300.5",1.988,"2MASS J16045749+2203007",1.979,0,6,29400,3282.6353045726,6652.4303296686,"3284.94-4519.87,4619.05-5599.24,5673.69-6652.43",2.5,"5,7,19,23,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,564","0.64,0.87,2.32","081.A-0334(B)","sdssmj160457p220300",,,,
"J160501-011220","16:05:01.20","-01:12:20.6",4.922,"16:05:01.17","-01:12:21.6","16:05:01.206","-01:11:42.23",22.146,20.292,20.602,,"SDSS J160501.20-011220.6",4.922,25.328,26.298,22.549,19.805,19.861,"SDSS J160501.20-011220.7",4.922,"QSO J1605-0112",4.92,0,3,12600,6508.7363447142,10255.3301566674,"6518.71-6552.85,6557.11-8328.76,8487.53-10255.33",3,"0,0,0,0,17","0.0,0.0,0.0,0.0,33.4","1.2,1.5","3x2",842,"0.53,0.87,1.06","67.A-0078(A)","q1605m01",,,,
"J161749+024643","16:17:49.90","+02:46:43.0",1.339,"16:17:49.92","+02:46:46.2","16:17:49.903","+02:46:43.09",17.424,,17.217,16.913,,,,,,,,"[HB89] 1615+029",1.339,"QSO B1615+029",1.339,0,4,2080,3282.5718352904,9465.5962746346,"3297.72-7516.35,7661.01-9465.60",2.5,"4,11,13,20,13","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.57,0.69,0.79","075.A-0841(A)","pksm1615p029",,,,
"J162116-004250","16:21:16.92","-00:42:50.8",3.703,"16:21:16.92","-00:42:51.0","16:21:16.922","-00:42:50.94",18.506,17.185,17.255,16.797,"SDSS J162116.92-004250.8",3.703,22.062,18.61,17.285,17.256,17.252,"SDSS J1621-0042",3.703,"2MASS J16211691-0042509",3.7,0,29,86596,3281.8993675613,9466.8933467491,"3734.93-7526.66,7654.90-9466.89",2.5,"0,52,71,105,74","0.0,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.52,0.99,2.20","075.A-0464(A),091.A-0833(A),093.A-0575(A)","q1621m0042",,,,
"J162439+234512","16:24:39.08","+23:45:12.1",0.927,"16:24:39.05","+23:45:13.4","16:24:39.100","+23:45:12.22",18.57,18.39,18.064,17.884,"SDSS J162439.08+234512.1",0.927,18.841,18.432,18.139,18.135,18.092,"3C 336",0.927,"3C 336.0",0.927,0,8,12500,3282.5895713926,9465.8052889723,"3285.47-7516.45,7661.11-9465.81",2.5,"10,14,32,31,8","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,564,580,760","0.46,0.64,0.98","075.A-0841(A),69.A-0371(A)","3c336,3cm336",,,,
"J163145+115603","16:31:45.17","+11:56:03.3",1.783,"16:31:45.09","+11:56:03.3","16:31:45.163","+11:56:02.73",18.728,18.29,18.199,17.523,"SDSS J163145.17+115603.3",1.783,18.885,18.634,18.486,18.194,18.046,"[HB89] 1629+120",1.795,"NRAO 1629+12",0,0,4,11999,3045.9448549561,6811.912642943,"3048.69-3873.89,4779.63-4808.61,4811.90-4846.45,4850.33-4884.88,4888.50-4923.94,4927.80-4949.05,4971.26-5235.35,5240.94-5578.87,5579.38-5756.90,5836.80-6065.15,6069.91-6278.31,6284.02-6301.86,6302.65-6811.91",2.5,"12,0,25,28,0","49.8,0.0,47.8,47.8,0.0",1,"2x2","346,580","0.53,0.61,0.82","69.A-0410(A)","q1629p120",,,,
"J172323+224357","17:23:23.09","+22:43:57.4",4.52,"17:23:23.17","+22:43:56.7","17:23:23.098","+22:43:57.48",18.943,18.498,18.124,17.634,,,,,,,,"PSS J1723+2243",4.52,"QSO B1721+2246",3.69,0,1,4500,4779.5111013077,6812.0874490893,"4927.68-5759.50,5835.44-5989.61,5989.81-6426.74,6426.84-6499.98,6500.09-6775.21,6775.32-6782.89,6783.01-6787.76,6787.93-6792.80,6792.97-6799.71,6799.83-6804.08,6804.20-6812.09",2.5,"0,0,19,29,0","0.0,0.0,47.8,47.8,0.0",1,"2x2",580,"0.68,0.91,1.14","073.A-0071(A)","pssmj1723p2243",3.697,20.35,0.1,"Zafar et al. (2013)"
"J173302-130449","17:33:02.72","-13:04:49.5",0.902,"17:33:02.71","-13:04:49.5","17:33:02.726","-13:04:49.55",17.762,18.213,16.788,17.162,,,,,,,,"[HB89] 1730-130",0.902,"QSO B1730-1302",0.902,0,4,9600,3283.7734096843,10428.7993351178,"3283.77-5163.23,5242.19-5356.38,5356.74-5578.62,5579.13-5779.68,5784.65-6211.63,6693.42-6775.52,6782.70-6822.30,6828.21-6927.15,6934.03-8518.93,8653.10-9466.61,9475.85-9614.51,9629.76-9767.08,9785.02-9922.40,9937.72-10087.18,10105.61-10255.03,10274.71-10428.80",2.5,"2,10,13,0,19","59.8,65.3,70.9,0.0,70.9","0.6,0.8","2x2","390,520,860","0.64,0.77,1.13","67.C-0157(A)","q1730m130",,,,
"J174358-035004","17:43:58.85","-03:50:04.6",1.054,"17:43:58.85","-03:50:04.6","17:43:58.854","-03:50:04.68",19.768,19.368,18.647,18.676,,,,,,,,"[HB89] 1741-038",1.054,"QSO B1741-03",1.054,0,10,27099,3283.6875976459,10428.3528813059,"3309.34-3933.94,3935.84-4125.17,4129.82-4211.48,4220.62-5161.76,5234.06-5780.06,5784.11-6207.74,6690.68-6770.37,6784.62-6930.03,6934.13-8518.06,8652.37-10087.08,10088.68-10255.10,10259.72-10428.35",2.5,"3,15,28,0,19","59.8,53.8,47.8,0.0,70.9","0.6,0.8,1.0","2x2","390,520,860","0.48,0.84,1.35","087.A-0597(A),67.C-0157(A)","pksm1741m038,q1741m038",,,,
"J193957-100241","19:39:57.25","-10:02:41.4",3.787,"19:39:57.24","-10:02:41.3","19:39:57.258","-10:02:41.49",18.8,17.099,17.188,16.67,,,,,,,,"PKS 1937-101",3.787,"QSO J1939-1002",3.787,0,5,27000,3283.006814668,6812.9149368783,"3820.62-4519.59,4780.57-4808.72,4812.25-4846.60,4850.08-4923.22,4927.95-5760.19,5836.49-6064.28,6069.38-6812.91",2.5,"0,38,98,88,0","0.0,49.8,47.8,47.8,0.0",1,"2x2","390,580","0.52,0.82,2.00","077.A-0166(A)","pks1937m101",,,,
"J194025-690756","19:40:25.51","-69:07:56.9",3.154,"19:40:25.85","-69:07:56.7","19:40:25.516","-69:07:56.92",20.177,18.398,18.451,17.163,,,,,,,,"[HB89] 1935-692",3.154,"QSO B1935-69",3.152,0,5,23511,4775.7582241168,6812.133103372,"4780.70-4852.47,4857.45-5578.63,5579.33-5758.43,5836.75-6301.80,6302.48-6810.77",2.5,"0,0,51,60,0","0.0,0.0,47.8,47.8,0.0",1,"2x2",580,"0.58,0.77,1.19","65.O-0693(A)","pks1935m692",,,,
"J200324-325144","20:03:24.09","-32:51:44.9",3.773,"20:03:23.99","-32:51:44.4","20:03:24.098","-32:51:44.92",18.829,17.289,17.218,16.815,,,,,,,,"[HB89] 2000-330",3.773,"QSO J2003-3251",3.783,0,21,75600,3285.4966255399,10431.748978845,"4151.75-6927.37,6934.14-8524.53,8658.73-9925.38,9931.67-10257.07,10260.49-10431.75",2.5,"0,130,110,82,81","0.0,49.8,47.8,47.8,47.8",1,"2x2","390,437,564,580,860","0.60,0.84,1.34","166.A-0106(A),65.O-0299(A)","pks2000m330",,,,
"J201717-401924","20:17:17.12","-40:19:24.1",4.131,"22:15:27.22","-16:11:33.1","20:17:17.128","-40:19:24.11",21.842,18.181,18.292,17.862,,,,,,,,"BR J2017-4019",4.131,"BR B2013-4028",4.131,0,1,3600,4369.7987743194,6408.7994674849,"4384.58-5360.23,5434.50-5440.53,5440.62-5706.99,5707.14-5987.61,5987.71-6301.54,6302.96-6348.69,6348.80-6379.26,6379.37-6397.11,6397.21-6408.80",2.5,"0,10,14,0,0","0.0,47.8,47.8,0.0,0.0",1,"2x2",540,"0.80,0.92,1.03","71.A-0114(A)","q2017m4019",,,,
"J204719-163905","20:47:19.66","-16:39:05.9",1.932,"20:47:19.77","-16:39:06.7","20:47:19.664","-16:39:05.91",17.769,17.18,17.425,16.706,,,,,,,,"[HB89] 2044-168",1.932,"QSO B2044-168",1.932,0,10,8412,3282.0896417913,9907.8929993621,"3288.25-5237.06,5239.20-5822.23,5832.67-9905.25",2.5,"18,37,13,45,41","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,410,437,580,760,800","0.77,1.03,1.49","075.A-0841(A),71.B-0106(B)","owmm174,pksm2044m168",,,,
"J210244-355307","21:02:44.59","-35:53:07.0",3.09,"21:02:44.70","-35:53:06.0","21:02:44.592","-35:53:07.09",19.94,18.956,18.566,18.9,,,,,,,,"[WHO91] 2059-360",3.09,"QSO B2059-3604",3.09,0,8,28200,3716.1335271789,9310.0111266879,"3716.13-5340.71,5551.13-5578.28,5580.04-5629.77,5654.19-6301.82,6303.19-7246.19,7249.88-7326.64,7458.19-8829.84,8830.28-9303.10",2.5,"0,20,0,35,27","0.0,49.8,0.0,47.8,47.8",1,"2x2","433,480,740","0.50,0.70,0.97","65.O-0063(B),67.A-0078(A)","q2059m360",3.083,20.98,0.08,"Ledoux et al. (2006)"
"J210757-062010","21:07:57.67","-06:20:10.6",0.642,"21:07:57.70","-06:20:10.1","21:07:57.664","-06:20:10.64",17.782,16.245,16.702,16.03,"SDSS J210757.67-062010.6",0.642,18.221,17.483,17.23,16.834,16.776,"FBQS J2107-0620",0.646,"FBQS J2107-0620",0.644,0,6,14400,3044.9413365287,10428.4379361836,"3062.92-5599.35,5677.07-6651.18,6706.09-6774.44,6782.64-6837.49,6838.69-6853.19,6864.52-6934.65,6941.02-6988.88,7002.99-8523.11,8662.69-8828.46,8829.78-8887.25,8888.66-8921.19,8922.45-9094.86,9102.98-9314.76,9316.47-9377.50,9378.68-9441.22,9442.16-9478.69,9479.64-9504.73,9505.36-9520.83,9522.18-9924.21,9932.74-9943.35,9944.18-9948.16,9949.24-9963.18,9965.01-9974.16,9975.24-10086.83,10101.14-10254.93,10280.19-10428.44",2.5,"19,42,47,46,49","49.8,49.8,47.8,47.8,47.8",1,"2x2","346,437,564,860","0.77,0.95,1.45","075.B-0190(A)","q2107m0620",,,,
"J211654-433234","21:16:54.28","-43:32:34.2",2.053,"21:16:54.47","-43:32:32.7","21:16:54.285","-43:32:34.20",18.298,18.082,17.963,17.453,,,,,,,,"LBQS 2113-4345",2.053,"LBQS 2113-4345",2.05,0,7,13550,3045.3441342514,10256.0271316801,"3138.89-5237.64,5245.37-5578.93,5579.67-9615.13,9627.57-9767.71,9774.23-9925.19,9936.12-10087.91,10118.83-10256.03",2.5,"9,12,24,26,18","47.6,45.5,46.0,47.8,44.2","1.0,1.1","2x2","346,437,580,760,860","0.53,1.12,1.48","077.A-0714(A),69.A-0586(A)","t2mctq553,tripletm3",,,,
"J211719-433424","21:17:19.37","-43:34:24.7",2.041,"21:17:19.54","-43:34:24.3","21:17:19.372","-43:34:24.71",18.456,17.913,18.227,17.701,,,,,,,,"LBQS 2114-4347",2.041,"LBQS 2114-4346",2.04,0,11,19000,3045.2783960479,10255.4636506224,"3053.87-10087.52,10089.04-10255.46",2.5,"8,14,22,24,17","45.5,45.5,44.2,44.2,44.2","1.0,1.1","2x2","346,437,580,760,860","0.56,0.89,2.08","077.A-0714(A),69.A-0586(A)","t1mctq353,tripletm1",,,,
"J211739-433537","21:17:39.51","-43:35:37.7",2.05,"21:17:39.79","-43:35:36.9","21:17:39.511","-43:35:37.72",18.5,17.902,18.504,17.272,,,,,,,,"CTS 0554",2.05,"CTQ 554",2.05,0,6,7875,3046.4952749989,10255.1992993578,"3074.49-5758.42,5834.01-6838.07,6857.49-6933.97,6940.80-6993.43,6995.47-8523.69,8658.73-10087.51,10089.11-10255.20",2.5,"4,9,10,9,10","45.5,45.5,44.2,44.2,44.2",1.1,"2x2","346,437,580,860","0.64,0.91,1.36","69.A-0586(A)","t3mctq554",,,,
"J211810-301911","21:18:10.60","-30:19:11.6",0.979,"21:18:10.67","-30:19:11.1","21:18:10.601","-30:19:11.62",16.644,16.304,16.359,16.015,,,,,,,,"[HB89] 2115-305",0.979,"QSO B2115-304",0.979,0,4,1600,3282.8534832822,9466.4873737416,"3307.86-5827.03,5828.05-7516.62,7661.41-9466.49",2.5,"4,11,20,25,15","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","1.16,1.30,1.46","075.A-0841(A)","oxmm325",,,,
"J211927-353740","21:19:27.60","-35:37:40.5",2.341,"21:19:27.53","-35:37:38.9","21:19:27.603","-35:37:40.51",17.452,17.19,17.193,16.713,,,,,,,,"[HB89] 2116-358",2.341,"QSO J2119-3537",2.34,0,2,7200,3292.6176880337,6653.657089915,"3292.62-4529.50,4621.22-4657.54,4660.46-4689.93,4696.35-5578.64,5580.18-5600.04,5676.49-6302.08,6303.02-6547.97,6549.45-6653.66",2.5,"14,15,37,36,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,564","0.34,0.40,0.48","65.O-0158(A)","q2116m358",,,,
"J212912-153841","21:29:12.12","-15:38:41.0",3.268,"21:29:12.17","-15:38:41.0","21:29:12.124","-15:38:41.04",17.615,16.623,17.266,16.308,,,,,,,,"[HB89] 2126-158",3.268,"QSO B2126-150",3.268,0,29,101016,3283.5321129301,10430.0332842782,"3420.14-5578.49,5579.51-5596.80,5672.87-6616.51,6620.26-6650.97,6695.21-6843.62,6848.01-6922.19,6931.09-8517.09,8655.06-8905.83,8907.46-9086.70,9087.23-9768.07,9771.74-9925.56,9931.36-10087.36,10094.43-10255.90,10273.62-10430.03",2.5,"15,74,128,141,87","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,564,860","0.34,0.72,1.50","166.A-0106(A)","pks2126m158",,,,
"J213302-464026","21:33:02.07","-46:40:26.9",2.23,"21:33:02.12","-46:40:27.0","21:33:02.070","-46:40:26.90",19.154,18.974,18.626,18.151,,,,,,,,"[HV93] 212945.37-465347.9",2.23,"QSO B2129-4653",2.23,0,2,7200,3283.4124919954,6653.0066275518,"3283.41-4520.45,4620.69-4691.66,4699.89-5578.10,5578.70-5599.86,5674.51-6301.20,6301.83-6364.62,6365.42-6615.72,6620.57-6653.01",2.5,"5,6,11,10,0","49.8,49.8,47.8,47.8,0.0",1,"2x2","390,564","0.80,0.91,1.34","074.A-0201(A)","q2129m468a",,,,
"J213314-464030","21:33:14.12","-46:40:30.0",2.204,"21:33:14.10","-46:40:30.6","21:33:14.120","-46:40:30.04",19.9,19.705,19.993,,,,,,,,,"[HV95] 212957.48-465351.4",2.204,"[VV96] J213314.2-464031",2.208,0,3,18000,3283.5065478913,6653.0862460864,"3283.51-4520.69,4620.05-5578.26,5578.91-5600.12,5674.48-6301.22,6302.38-6364.81,6365.50-6616.13,6619.61-6653.09",2.5,"8,8,17,15,0","49.8,49.8,47.8,47.8,0.0","1.0,1.2","2x2","390,564","0.62,0.94,1.42","073.A-0071(A)","q2129m468b",,,,
"J213605-430818","21:36:05.98","-43:08:18.0",2.42,"21:36:05.96","-43:08:16.0","21:36:05.986","-43:08:18.09",17.925,17.334,17.728,17.268,,,,,,,,"LBQS 2132-4321",2.42,"LBQS 2132-4321",2.42,0,11,68600,3288.8761475062,6653.9847019575,"3289.95-4530.87,4623.08-5600.33,5672.04-6653.29",1.3,"21,21,57,66,0","55.8,55.8,50.6,50.6,0.0","0.8,1.0","1x1,2x2","390,564","0.42,0.70,2.04","185.A-0745(E),65.O-0158(A)","q2132m4321,q2132m433",1.916,20.74,0.09,"Zafar et al. (2013)"
"J213638+004154","21:36:38.58","+00:41:54.2",1.94,"21:36:38.54","+00:41:53.8","21:36:38.584","+00:41:54.08",17.438,16.868,17.063,16.505,"SDSS J213638.58+004154.2",1.94,17.066,17.065,16.916,16.632,16.475,"[HB89] 2134+004",1.932,"QSO J2136+0041",1.932,0,4,1280,3283.1517535169,9466.7159006923,"3301.85-4741.28,4745.95-5822.51,5828.87-7516.80,7661.59-9466.72",2.5,"5,14,13,19,13","49.8,49.8,47.8,47.8,47.8",1,"2x2","390,437,580,760","0.53,0.59,0.89","075.A-0841(A)","oxmp057",,,,
